iter	Logloss
0	0.6706496956
1	0.6546046767
2	0.6337146166
3	0.613704422
4	0.5945347894
5	0.5808932872
6	0.5630787968
7	0.5504199264
8	0.5338563232
9	0.5221025653
10	0.5107106718
11	0.4957541809
12	0.4851670828
13	0.4712395813
14	0.4613930828
15	0.4518419394
16	0.4425758511
17	0.4335848839
18	0.424859459
19	0.4163903422
20	0.4051461953
21	0.3972499227
22	0.386745802
23	0.3793768371
24	0.3722173116
25	0.3626612123
26	0.3559709649
27	0.349466978
28	0.3407570979
29	0.3346711832
30	0.328751115
31	0.3207974284
32	0.3152502769
33	0.3098509989
34	0.302573928
35	0.2975077546
36	0.2925736298
37	0.2877672438
38	0.2830844461
39	0.2785212393
40	0.274073773
41	0.2680285116
42	0.2638431633
43	0.2581450308
44	0.2542024887
45	0.2488265146
46	0.2451090888
47	0.2414808097
48	0.2379389334
49	0.234480814
50	0.2311039002
51	0.2278057317
52	0.2232731202
53	0.2188860059
54	0.2158663455
55	0.2117101307
56	0.2088507033
57	0.2049098123
58	0.2010903766
59	0.1984626374
60	0.1958917238
61	0.1923394684
62	0.1888933596
63	0.1865243052
64	0.183246886
65	0.1809946099
66	0.1778751409
67	0.1757321426
68	0.17363258
69	0.1715752823
70	0.1695591165
71	0.166754258
72	0.1640273548
73	0.1613755177
74	0.1595568687
75	0.1577731309
76	0.1560234049
77	0.1535818286
78	0.1519104088
79	0.1495758906
80	0.147302478
81	0.1457457203
82	0.1435696137
83	0.1414491112
84	0.1393822925
85	0.1373673183
86	0.1354024267
87	0.1340543405
88	0.1327296164
89	0.1308755096
90	0.1290661834
91	0.1278253306
92	0.1266053586
93	0.1248951598
94	0.1232251146
95	0.1215939343
96	0.1204750605
97	0.1193743322
98	0.1178293033
99	0.1167704654
100	0.1157284538
101	0.1142634601
102	0.113260337
103	0.1122728377
104	0.1108822933
105	0.1095220784
106	0.1081912803
107	0.1068890205
108	0.1056144535
109	0.1047405382
110	0.1038795664
111	0.1030312716
112	0.101835088
113	0.1010161384
114	0.09986065272
115	0.09872868381
116	0.0976195665
117	0.09653265926
118	0.09578740666
119	0.09473615789
120	0.09401544521
121	0.09330465844
122	0.09260360588
123	0.09191210052
124	0.09093374611
125	0.08997408978
126	0.08903263179
127	0.08838782428
128	0.08747560908
129	0.08658035214
130	0.08570161158
131	0.08509918755
132	0.08450450648
133	0.08391742781
134	0.08333781423
135	0.08276553156
136	0.08195351759
137	0.08139826659
138	0.0808499185
139	0.08030835182
140	0.07977344775
141	0.07924509015
142	0.07872316544
143	0.0782075626
144	0.077698173
145	0.07719489042
146	0.07669761096
147	0.07620623297
148	0.07550369881
149	0.07502611468
150	0.07455410586
151	0.07408757979
152	0.07362644591
153	0.07317061553
154	0.07272000186
155	0.07227451991
156	0.07183408648
157	0.07139862006
158	0.07096804087
159	0.07054227074
160	0.07012123312
161	0.069704853
162	0.06929305691
163	0.06888577287
164	0.06848293034
165	0.06808446018
166	0.06769029466
167	0.06730036738
168	0.06691461326
169	0.06653296849
170	0.06615537053
